timestamp,participant_id,gesture,true gesture,landmarks
20250402_175637_229328,11,right,right,"[[0.5082789659500122, 0.4779895842075348, -0.5215116143226624], [0.5216304063796997, 0.4539943039417267, -0.4941193163394928], [0.5287431478500366, 0.45570603013038635, -0.49415984749794006], [0.5353770852088928, 0.4574233591556549, -0.4943583607673645], [0.4992799162864685, 0.45141252875328064, -0.4857085645198822], [0.49194103479385376, 0.45143941044807434, -0.4857955873012543], [0.4858674108982086, 0.45173028111457825, -0.48605695366859436], [0.5450583696365356, 0.46823400259017944, -0.3106107711791992], [0.4815804958343506, 0.45869508385658264, -0.2767716646194458], [0.5221889615058899, 0.5083714723587036, -0.4545632004737854], [0.49438410997390747, 0.504295825958252, -0.44425350427627563], [0.6008952260017395, 0.612686812877655, -0.19948260486125946], [0.42476391792297363, 0.5728369951248169, -0.14511539041996002], [0.627570629119873, 0.8305806517601013, -0.23838961124420166], [0.30401861667633057, 0.5037987232208252, -0.15195497870445251], [0.6082369089126587, 0.9952928423881531, -0.486238956451416], [0.1943381130695343, 0.379251092672348, -0.24652528762817383], [0.6152219772338867, 1.0745089054107666, -0.5232366919517517], [0.16578097641468048, 0.33971184492111206, -0.2837245464324951], [0.5961557626724243, 1.0635933876037598, -0.5589887499809265], [0.16929462552070618, 0.32862138748168945, -0.3173806071281433], [0.5880342721939087, 1.036806583404541, -0.5061963796615601], [0.18062429130077362, 0.3415401875972748, -0.27082914113998413], [0.5526755452156067, 0.943508505821228, -0.019038109108805656], [0.4228673577308655, 0.9242473840713501, 0.019506800919771194], [0.5219388008117676, 1.2355592250823975, -0.49517908692359924], [0.37544891238212585, 1.1952632665634155, -0.31765979528427124], [0.511486828327179, 1.4716893434524536, -0.19710281491279602], [0.38499385118484497, 1.455926537513733, -0.11429699510335922], [0.5118529200553894, 1.5071330070495605, -0.1778421700000763], [0.38262295722961426, 1.4895862340927124, -0.10624120384454727], [0.48892703652381897, 1.5483920574188232, -0.44743743538856506], [0.3949527144432068, 1.5437557697296143, -0.38309186697006226]]"
20250402_175742_109644,11,left,left,"[[0.5122066736221313, 0.45406025648117065, -0.48758330941200256], [0.5096665620803833, 0.43006566166877747, -0.44310155510902405], [0.5126665830612183, 0.4298492968082428, -0.4432736337184906], [0.5158780217170715, 0.4296985864639282, -0.4434494078159332], [0.49667054414749146, 0.4310513734817505, -0.4569917321205139], [0.49002256989479065, 0.43197333812713623, -0.45701518654823303], [0.4838797152042389, 0.43321773409843445, -0.45716753602027893], [0.5191668272018433, 0.4400937259197235, -0.2091907262802124], [0.4678628444671631, 0.44681987166404724, -0.2754713296890259], [0.5137086510658264, 0.48114013671875, -0.4022350311279297], [0.49696725606918335, 0.48374566435813904, -0.413334459066391], [0.5883286595344543, 0.5512988567352295, -0.10772113502025604], [0.408053457736969, 0.5801251530647278, -0.20937788486480713], [0.7092455625534058, 0.4909478425979614, -0.12631116807460785], [0.34939855337142944, 0.7827048897743225, -0.31663286685943604], [0.8209846615791321, 0.3637200891971588, -0.37105876207351685], [0.371891051530838, 0.9223129153251648, -0.47310858964920044], [0.8508028984069824, 0.3243052065372467, -0.444890558719635], [0.3837355971336365, 0.9716580510139465, -0.5124582052230835], [0.8440834283828735, 0.31337833404541016, -0.4654929041862488], [0.39172878861427307, 0.9640581607818604, -0.568676233291626], [0.8342120051383972, 0.32815608382225037, -0.39755409955978394], [0.39391452074050903, 0.9496716856956482, -0.500463604927063], [0.563691258430481, 0.9172595739364624, -0.018385810777544975], [0.42537593841552734, 0.91684490442276, 0.019509248435497284], [0.5905505418777466, 1.0599743127822876, -0.5745745897293091], [0.3688262104988098, 1.0238947868347168, -0.5517393350601196], [0.5532956123352051, 1.3926146030426025, -0.29962462186813354], [0.4063180983066559, 1.4044157266616821, -0.35620206594467163], [0.5492407083511353, 1.4208202362060547, -0.28524234890937805], [0.4143128991127014, 1.4406217336654663, -0.34631404280662537], [0.5335665941238403, 1.4823275804519653, -0.5515661835670471], [0.4231582581996918, 1.5045675039291382, -0.6111354827880859]]"
20250402_181342_400918,12,left,left,"[[0.5192226767539978, 0.5593252182006836, -0.4059252142906189], [0.5262925624847412, 0.5398138761520386, -0.3625997006893158], [0.5321652293205261, 0.5416982173919678, -0.3627242147922516], [0.538710355758667, 0.5436570644378662, -0.36275041103363037], [0.5073643326759338, 0.5342168807983398, -0.3758898377418518], [0.49912697076797485, 0.5325930118560791, -0.37589263916015625], [0.4904598593711853, 0.5317118167877197, -0.376088947057724], [0.5426554679870605, 0.5544964075088501, -0.13648071885108948], [0.47410139441490173, 0.541917085647583, -0.19517849385738373], [0.5249705910682678, 0.5888592004776001, -0.3232046663761139], [0.5013627409934998, 0.5847406387329102, -0.3406933546066284], [0.5995365977287292, 0.6519388556480408, -0.00427085068076849], [0.4080647826194763, 0.693122148513794, -0.07915620505809784], [0.7181949615478516, 0.5623929500579834, 0.06589552015066147], [0.35195857286453247, 0.8900067806243896, -0.063512422144413], [0.8322135806083679, 0.4564610719680786, 0.01513482816517353], [0.3308921456336975, 1.0442559719085693, -0.24498002231121063], [0.8695635795593262, 0.429776668548584, -0.014643555507063866], [0.30205148458480835, 1.1022557020187378, -0.2763647735118866], [0.8680523037910461, 0.4261980652809143, -0.05955599620938301], [0.3318149447441101, 1.1076289415359497, -0.3441168963909149], [0.8555806875228882, 0.43626272678375244, -0.015704646706581116], [0.32337021827697754, 1.078133463859558, -0.2780730128288269], [0.5460163354873657, 1.0125693082809448, -0.01783571019768715], [0.4240134358406067, 0.9921330213546753, 0.01911802962422371], [0.5242235064506531, 1.3309909105300903, -0.1781775951385498], [0.39193570613861084, 1.307119607925415, -0.15018457174301147], [0.5241270065307617, 1.624413251876831, -0.02066708728671074], [0.39373037219047546, 1.6243565082550049, -0.12348499149084091], [0.5252500176429749, 1.6616358757019043, -0.022055508568882942], [0.39545053243637085, 1.6684815883636475, -0.1315314620733261], [0.5065791606903076, 1.712754487991333, -0.30295610427856445], [0.410576730966568, 1.7165896892547607, -0.44076675176620483]]"
20250402_181442_961728,12,stop,stop,"[[0.5168222784996033, 0.5523286461830139, -0.22629812359809875], [0.5261892080307007, 0.5304592847824097, -0.19316309690475464], [0.532027542591095, 0.5321094393730164, -0.1931411623954773], [0.5383508205413818, 0.5339214205741882, -0.19312170147895813], [0.5054589509963989, 0.5261443853378296, -0.1911996454000473], [0.49664822220802307, 0.5251272320747375, -0.19116629660129547], [0.4889630675315857, 0.5246720314025879, -0.19140854477882385], [0.5439771413803101, 0.5463237762451172, -0.03149566799402237], [0.47407451272010803, 0.5342685580253601, -0.018703028559684753], [0.5249401330947876, 0.5830584764480591, -0.16971462965011597], [0.49954456090927124, 0.5796144604682922, -0.1672593355178833], [0.6004227995872498, 0.6555805206298828, 0.027080928906798363], [0.40796780586242676, 0.6628055572509766, 0.029079776257276535], [0.7280627489089966, 0.6528361439704895, 0.03355100005865097], [0.29648250341415405, 0.6698983311653137, -0.025581032037734985], [0.8265451192855835, 0.5204586386680603, -0.1028686985373497], [0.22211067378520966, 0.5256333947181702, -0.1665698140859604], [0.8584957122802734, 0.4752282202243805, -0.11863721907138824], [0.2011219561100006, 0.48547691106796265, -0.19083651900291443], [0.8515247106552124, 0.4626319110393524, -0.14102721214294434], [0.21027250587940216, 0.47493913769721985, -0.19982266426086426], [0.8398922681808472, 0.4781990647315979, -0.12290610373020172], [0.2193269282579422, 0.48574450612068176, -0.17966382205486298], [0.5474791526794434, 1.0113643407821655, -0.01785135269165039], [0.4185902178287506, 0.9889119863510132, 0.019121088087558746], [0.5265368223190308, 1.3088035583496094, -0.06486693769693375], [0.3952450752258301, 1.293342113494873, -0.06883950531482697], [0.5196441411972046, 1.5891363620758057, 0.09696304798126221], [0.38808220624923706, 1.592098593711853, -0.037571340799331665], [0.5216710567474365, 1.6216466426849365, 0.10444144904613495], [0.3862825036048889, 1.6304144859313965, -0.04281574487686157], [0.4961029589176178, 1.6851893663406372, -0.12366485595703125], [0.3987274467945099, 1.686729907989502, -0.31710192561149597]]"
20250402_181542_940719,12,right,right,"[[0.5283751487731934, 0.5414953827857971, -0.5552125573158264], [0.5399482846260071, 0.5213687419891357, -0.5298534631729126], [0.5462667942047119, 0.5227228999137878, -0.5299914479255676], [0.5534701943397522, 0.5240559577941895, -0.5302028059959412], [0.5160672664642334, 0.517767608165741, -0.5328012108802795], [0.5068498849868774, 0.5169783234596252, -0.5330657362937927], [0.49972715973854065, 0.5162550210952759, -0.5333520770072937], [0.5614840984344482, 0.5359480381011963, -0.3372979164123535], [0.4893839955329895, 0.5239573121070862, -0.35244521498680115], [0.5394176244735718, 0.5735625624656677, -0.4795042872428894], [0.5116579532623291, 0.5719806551933289, -0.48450565338134766], [0.6124309301376343, 0.6910962462425232, -0.23573049902915955], [0.4193938374519348, 0.6454273462295532, -0.19648338854312897], [0.6453322768211365, 0.889889121055603, -0.2221302092075348], [0.28569430112838745, 0.6352168321609497, -0.23103781044483185], [0.6467570066452026, 1.0650314092636108, -0.39149364829063416], [0.14320027828216553, 0.5943396091461182, -0.4260050654411316], [0.6611006855964661, 1.1357834339141846, -0.4248809218406677], [0.09708528220653534, 0.5909364223480225, -0.46714067459106445], [0.6456860303878784, 1.1386619806289673, -0.4748227000236511], [0.09869144856929779, 0.5836631059646606, -0.5329576134681702], [0.633354663848877, 1.115882396697998, -0.41798916459083557], [0.11511663347482681, 0.5842054486274719, -0.4646015763282776], [0.5553842186927795, 1.0002869367599487, -0.018048929050564766], [0.4236786961555481, 0.9776903390884399, 0.018311290070414543], [0.5349961519241333, 1.2671799659729004, -0.22613564133644104], [0.4025654196739197, 1.2126928567886353, -0.29845741391181946], [0.5313984155654907, 1.531768560409546, -0.01802567020058632], [0.3837317228317261, 1.522290825843811, -0.17130769789218903], [0.5316516757011414, 1.5695332288742065, -0.009205901995301247], [0.38425377011299133, 1.5667964220046997, -0.17025279998779297], [0.5102900862693787, 1.6152336597442627, -0.2576996684074402], [0.3752559721469879, 1.60836923122406, -0.4348258972167969]]"
20250402_181705_543418,12,stop,stop,"[[0.5145007371902466, 0.5426358580589294, -0.3419015109539032], [0.526268482208252, 0.5213758945465088, -0.30366671085357666], [0.5334519147872925, 0.5226957201957703, -0.30353185534477234], [0.5407739281654358, 0.5239717960357666, -0.303333044052124], [0.5024978518486023, 0.5181210041046143, -0.3043990433216095], [0.4943101406097412, 0.5174478888511658, -0.3046948313713074], [0.4872632622718811, 0.5169060826301575, -0.304691344499588], [0.5484656095504761, 0.5354338884353638, -0.12561751902103424], [0.47588926553726196, 0.5250827670097351, -0.126189187169075], [0.5261175632476807, 0.5736930966377258, -0.2772062420845032], [0.49899643659591675, 0.5719626545906067, -0.2782454490661621], [0.6056477427482605, 0.6638088226318359, -0.06812163442373276], [0.41174349188804626, 0.6444188356399536, -0.07314720004796982], [0.7022775411605835, 0.6017106175422668, -0.11511336266994476], [0.2931683659553528, 0.5708442330360413, -0.13453790545463562], [0.7805215120315552, 0.4380403161048889, -0.25233596563339233], [0.22174771130084991, 0.4086760878562927, -0.2985606789588928], [0.804661750793457, 0.38525158166885376, -0.2914672791957855], [0.2033882439136505, 0.36480507254600525, -0.3493964970111847], [0.7938104271888733, 0.3725776672363281, -0.3098940849304199], [0.21410223841667175, 0.35437771677970886, -0.36534884572029114], [0.7848821878433228, 0.38614118099212646, -0.2746778726577759], [0.221784308552742, 0.3685283958911896, -0.32149598002433777], [0.5554078221321106, 0.998551070690155, -0.009523131884634495], [0.42364153265953064, 0.9779528975486755, 0.010618442669510841], [0.5362825989723206, 1.2680995464324951, -0.13190129399299622], [0.3970477283000946, 1.217684030532837, -0.17644205689430237], [0.5294540524482727, 1.5243805646896362, 0.034750279039144516], [0.3829248547554016, 1.5175539255142212, -0.09652772545814514], [0.5307230949401855, 1.5588123798370361, 0.03922692686319351], [0.3832157850265503, 1.5572608709335327, -0.10249835252761841], [0.5010972023010254, 1.609204888343811, -0.18430575728416443], [0.3787555396556854, 1.6039913892745972, -0.3431580066680908]]"
20250402_181814_039448,12,right,right,"[[0.5217803120613098, 0.5470300316810608, -0.34911349415779114], [0.5339520573616028, 0.5275025367736816, -0.3249759078025818], [0.540350079536438, 0.5285409688949585, -0.32514387369155884], [0.5470567941665649, 0.530348539352417, -0.3252178132534027], [0.5124895572662354, 0.5263220071792603, -0.3233954608440399], [0.5050901770591736, 0.5267463326454163, -0.32350096106529236], [0.4981839060783386, 0.5274561047554016, -0.3237571120262146], [0.5565158128738403, 0.5460562109947205, -0.1489979475736618], [0.48839467763900757, 0.5376164317131042, -0.1456255167722702], [0.5336756706237793, 0.5791858434677124, -0.282304048538208], [0.5069052577018738, 0.5762900114059448, -0.2821009159088135], [0.6061195731163025, 0.6979112029075623, -0.11332468688488007], [0.42925897240638733, 0.6477795243263245, -0.040248289704322815], [0.6152747869491577, 0.8878533244132996, -0.1998964101076126], [0.3349917232990265, 0.6132119297981262, -0.29420796036720276], [0.5358847379684448, 0.9939810633659363, -0.42809948325157166], [0.2518608272075653, 0.540094792842865, -0.8083503842353821], [0.522001326084137, 1.0432581901550293, -0.4893283247947693], [0.210313081741333, 0.5299086570739746, -0.9091246724128723], [0.49725157022476196, 1.0232285261154175, -0.5220500230789185], [0.22052085399627686, 0.5229408740997314, -0.9310717582702637], [0.5038477182388306, 1.0008903741836548, -0.44469064474105835], [0.23656196892261505, 0.5289576649665833, -0.8361654281616211], [0.5502490997314453, 1.0034819841384888, -0.018467266112565994], [0.42270904779434204, 0.9863044619560242, 0.019193587824702263], [0.5293460488319397, 1.2674978971481323, -0.06795890629291534], [0.3975658416748047, 1.2172942161560059, -0.21120648086071014], [0.513616681098938, 1.5101511478424072, 0.09902720898389816], [0.3916684687137604, 1.5004115104675293, -0.09782114624977112], [0.5143684148788452, 1.54347562789917, 0.10488586127758026], [0.39256882667541504, 1.5379046201705933, -0.0951555073261261], [0.4872118830680847, 1.5811502933502197, -0.11959148943424225], [0.3889055550098419, 1.572368860244751, -0.3273042142391205]]"
20250402_181846_881977,12,left,left,"[[0.5147261023521423, 0.5493203997612, -0.3911895155906677], [0.5240127444267273, 0.5294413566589355, -0.3592506945133209], [0.5313194990158081, 0.5303460955619812, -0.35940366983413696], [0.5385633707046509, 0.5317777395248413, -0.3594275116920471], [0.5019835233688354, 0.5283519625663757, -0.36382821202278137], [0.49458590149879456, 0.5287715792655945, -0.36394038796424866], [0.4887591004371643, 0.5293047428131104, -0.36420533061027527], [0.5471985936164856, 0.5460411906242371, -0.1453462541103363], [0.47912922501564026, 0.5391615033149719, -0.1820152848958969], [0.5280768871307373, 0.5823259353637695, -0.318446546792984], [0.49963298439979553, 0.5802417993545532, -0.3223184645175934], [0.6033836603164673, 0.6714641451835632, -0.011764955706894398], [0.4181522727012634, 0.6715364456176758, -0.10779373347759247], [0.6995347738265991, 0.6283071041107178, -0.02531949058175087], [0.35550862550735474, 0.8485868573188782, -0.21657602488994598], [0.819676399230957, 0.5164951086044312, -0.1454755961894989], [0.4333551526069641, 0.9738680124282837, -0.6024192571640015], [0.8584935069084167, 0.48357486724853516, -0.19285210967063904], [0.4489120841026306, 1.0202051401138306, -0.737298309803009], [0.8550456166267395, 0.47316405177116394, -0.22187653183937073], [0.4727199971675873, 1.0135254859924316, -0.6209585070610046], [0.8417901992797852, 0.4854479432106018, -0.16868694126605988], [0.464974969625473, 0.9938733577728271, -0.6407545804977417], [0.550006628036499, 1.003609299659729, -0.018658755347132683], [0.4232941269874573, 0.9867317080497742, 0.01924585923552513], [0.530514121055603, 1.2516535520553589, -0.19476279616355896], [0.39740118384361267, 1.192831039428711, -0.35679975152015686], [0.5198274850845337, 1.5038930177688599, -0.04466620087623596], [0.4147283434867859, 1.4899660348892212, -0.23198196291923523], [0.5195921063423157, 1.5385395288467407, -0.04451778903603554], [0.4227002263069153, 1.529248595237732, -0.22749117016792297], [0.496043860912323, 1.579064130783081, -0.2928619682788849], [0.4153866767883301, 1.5716304779052734, -0.47288990020751953]]"
20250402_181931_357582,12,left,left,"[[0.5055177807807922, 0.551010012626648, -0.37978029251098633], [0.5149747133255005, 0.5307100415229797, -0.33755239844322205], [0.5220620036125183, 0.5315445065498352, -0.3376729190349579], [0.5295107364654541, 0.5327165722846985, -0.33759933710098267], [0.4924115240573883, 0.5295189619064331, -0.34934696555137634], [0.48551201820373535, 0.5298603177070618, -0.34940779209136963], [0.47941136360168457, 0.530215322971344, -0.3496920168399811], [0.5382193326950073, 0.5459957718849182, -0.1209799200296402], [0.4693581461906433, 0.5400570034980774, -0.17262831330299377], [0.5187839269638062, 0.5836231708526611, -0.30034008622169495], [0.49041324853897095, 0.5819196701049805, -0.3146519064903259], [0.5952509045600891, 0.6599901914596558, 0.000746175937820226], [0.40884700417518616, 0.6786192655563354, -0.10530507564544678], [0.6963239312171936, 0.6039358973503113, -0.03323831409215927], [0.35769909620285034, 0.8605621457099915, -0.1846230924129486], [0.7964295744895935, 0.4684644639492035, -0.159102663397789], [0.43734487891197205, 0.9859588742256165, -0.4324740469455719], [0.8283999562263489, 0.42391231656074524, -0.20284242928028107], [0.4526379108428955, 1.031394124031067, -0.46544545888900757], [0.8204262852668762, 0.4139672517776489, -0.21803000569343567], [0.47422537207603455, 1.0231120586395264, -0.44394469261169434], [0.8080781102180481, 0.4303937256336212, -0.17614561319351196], [0.467447429895401, 1.0042521953582764, -0.41787052154541016], [0.5498301386833191, 1.003614068031311, -0.018496304750442505], [0.4241707921028137, 0.9868558049201965, 0.019235484302043915], [0.534349262714386, 1.2520623207092285, -0.16968831419944763], [0.3981000781059265, 1.1974579095840454, -0.3041926920413971], [0.5233433842658997, 1.503347635269165, -0.00734246289357543], [0.41771864891052246, 1.4917759895324707, -0.18951061367988586], [0.523321270942688, 1.537662148475647, -0.004882150329649448], [0.42462658882141113, 1.5311146974563599, -0.18640045821666718], [0.4993099272251129, 1.5792769193649292, -0.24355188012123108], [0.42151135206222534, 1.5725470781326294, -0.4317203164100647]]"
20250402_183317_621009,13,right,right,"[[0.5073022246360779, 0.5683475732803345, -0.4384397864341736], [0.5184698700904846, 0.5467131733894348, -0.41083091497421265], [0.5247228145599365, 0.5468902587890625, -0.41090402007102966], [0.5306586027145386, 0.547112762928009, -0.41085872054100037], [0.4990927278995514, 0.545864462852478, -0.4132135808467865], [0.493247926235199, 0.5455908179283142, -0.413252592086792], [0.4879229962825775, 0.5454174876213074, -0.413532018661499], [0.54002845287323, 0.5574724078178406, -0.18958516418933868], [0.4807094633579254, 0.555833637714386, -0.1977623701095581], [0.518389105796814, 0.5937864780426025, -0.3537242114543915], [0.4941086769104004, 0.5918813347816467, -0.3566889762878418], [0.5858654975891113, 0.6950005888938904, -0.030007392168045044], [0.4332926273345947, 0.6581679582595825, -0.14797565340995789], [0.6178985834121704, 0.8736361265182495, -0.01545408833771944], [0.41274794936180115, 0.7420987486839294, -0.5175896883010864], [0.6105667352676392, 0.996484100818634, -0.1749742329120636], [0.43736448884010315, 0.6887457966804504, -1.0397802591323853], [0.6138719916343689, 1.041725754737854, -0.20830759406089783], [0.4408302307128906, 0.6679583191871643, -1.1445848941802979], [0.6067416667938232, 1.0363951921463013, -0.2521599531173706], [0.44554057717323303, 0.6486917734146118, -1.147072672843933], [0.5988167524337769, 1.0170818567276, -0.19596931338310242], [0.4491630494594574, 0.6557262539863586, -1.0540220737457275], [0.534088134765625, 1.0046923160552979, 0.011840051040053368], [0.4218604564666748, 0.985385000705719, -0.010940276086330414], [0.5235732793807983, 1.2520898580551147, 0.028036881238222122], [0.4158870279788971, 1.2315534353256226, 0.0608796663582325], [0.5076424479484558, 1.4753211736679077, 0.2841803729534149], [0.40149980783462524, 1.4613139629364014, 0.3443373441696167], [0.5088057518005371, 1.5048582553863525, 0.29467225074768066], [0.396950900554657, 1.4927990436553955, 0.36250758171081543], [0.48510822653770447, 1.5461101531982422, 0.031034687533974648], [0.40929269790649414, 1.5328402519226074, 0.08433160930871964]]"
20250402_183404_566600,13,stop,stop,"[[0.48735037446022034, 0.5602186322212219, -0.32952630519866943], [0.4986274242401123, 0.5374804139137268, -0.3091602027416229], [0.5057092308998108, 0.5374220609664917, -0.3092254400253296], [0.5117835402488708, 0.5376960039138794, -0.30919352173805237], [0.4782353937625885, 0.5364551544189453, -0.30934658646583557], [0.47156500816345215, 0.5360812544822693, -0.3093254566192627], [0.4658336639404297, 0.5360305905342102, -0.309510201215744], [0.5196943879127502, 0.5466043949127197, -0.12125498056411743], [0.459296315908432, 0.5451895594596863, -0.11951017379760742], [0.49974656105041504, 0.5834189653396606, -0.2562059760093689], [0.47398290038108826, 0.5819414258003235, -0.25628048181533813], [0.56480872631073, 0.6579946279525757, -0.022090697661042213], [0.410219669342041, 0.6504616141319275, -0.04087802767753601], [0.603853702545166, 0.7695340514183044, -0.2833877205848694], [0.36559247970581055, 0.7478421926498413, -0.3300820589065552], [0.6254367232322693, 0.7559935450553894, -0.7299195528030396], [0.3367998003959656, 0.7539669871330261, -0.8247708082199097], [0.6453383564949036, 0.7490664720535278, -0.8148185014724731], [0.31333792209625244, 0.7634382843971252, -0.9083372354507446], [0.637799084186554, 0.7324835062026978, -0.8224538564682007], [0.3229426145553589, 0.7515674829483032, -0.9325834512710571], [0.6263327598571777, 0.7344426512718201, -0.7446328401565552], [0.33387085795402527, 0.7502315044403076, -0.8479968905448914], [0.5333450436592102, 0.9775469899177551, 0.006781453732401133], [0.42282700538635254, 0.9677868485450745, -0.005961599759757519], [0.53030925989151, 1.2189252376556396, 0.07351724803447723], [0.42664283514022827, 1.2060006856918335, 0.10296684503555298], [0.5322911739349365, 1.4309035539627075, 0.2924152910709381], [0.42609214782714844, 1.4281730651855469, 0.30695411562919617], [0.5353168845176697, 1.458526611328125, 0.30250805616378784], [0.4235597550868988, 1.4561408758163452, 0.31860461831092834], [0.511929988861084, 1.5005733966827393, 0.0746610090136528], [0.4432797431945801, 1.5000700950622559, 0.10648034512996674]]"
20250402_183516_885419,13,stop,stop,"[[0.4892878532409668, 0.5622090101242065, -0.5657988786697388], [0.5004397630691528, 0.5391651391983032, -0.5456770062446594], [0.507439374923706, 0.5396469831466675, -0.5457743406295776], [0.5133987069129944, 0.5405367612838745, -0.5456858277320862], [0.4802183508872986, 0.5373963713645935, -0.5422998666763306], [0.4734334945678711, 0.5370877981185913, -0.5424293875694275], [0.4673951268196106, 0.5372909307479858, -0.5426938533782959], [0.5210219621658325, 0.5512818098068237, -0.36520227789878845], [0.4598558843135834, 0.5472808480262756, -0.3429887890815735], [0.5010982751846313, 0.5867739915847778, -0.4974675178527832], [0.4756189286708832, 0.5851004719734192, -0.49171000719070435], [0.5669010877609253, 0.6912071704864502, -0.2876129448413849], [0.40430617332458496, 0.6777417063713074, -0.16859963536262512], [0.6040953397750854, 0.8692712783813477, -0.48806771636009216], [0.3101327419281006, 0.7989930510520935, -0.15621668100357056], [0.5541701316833496, 0.7850714325904846, -0.9053861498832703], [0.19448265433311462, 0.7377039790153503, -0.3913193941116333], [0.5300026535987854, 0.7643058896064758, -0.9930825233459473], [0.15650996565818787, 0.7311187982559204, -0.4414573609828949], [0.5367295742034912, 0.7413482666015625, -0.9838528633117676], [0.15782038867473602, 0.7187153100967407, -0.4974891245365143], [0.5395349264144897, 0.7485677003860474, -0.913019061088562], [0.1712857335805893, 0.7215536236763, -0.4237561821937561], [0.5334092378616333, 1.0107380151748657, -0.023062583059072495], [0.4235723614692688, 1.003385066986084, 0.024292686954140663], [0.5408125519752502, 1.2554359436035156, 0.07838991284370422], [0.4277452826499939, 1.257569670677185, 0.1803595870733261], [0.5416896939277649, 1.4802442789077759, 0.4105197489261627], [0.42631298303604126, 1.484307885169983, 0.5105491876602173], [0.5443610548973083, 1.5147134065628052, 0.43197494745254517], [0.42337021231651306, 1.5178914070129395, 0.5373085737228394], [0.5246618986129761, 1.5568517446517944, 0.18329814076423645], [0.442592054605484, 1.5627646446228027, 0.2683523893356323]]"
20250402_190400_560439,14,left,left,"[[0.5295957326889038, 0.572526216506958, -0.6684650778770447], [0.5370382070541382, 0.5485549569129944, -0.6357582807540894], [0.5431807041168213, 0.5480318069458008, -0.6357910633087158], [0.5485150218009949, 0.547778308391571, -0.6359460949897766], [0.517166018486023, 0.5520620346069336, -0.6461054682731628], [0.5101208090782166, 0.5535803437232971, -0.6462935209274292], [0.50389564037323, 0.5553144216537476, -0.6464678645133972], [0.554918646812439, 0.5567008256912231, -0.41467857360839844], [0.49390071630477905, 0.5666836500167847, -0.45817893743515015], [0.5436582565307617, 0.5953148603439331, -0.5811232328414917], [0.5176189541816711, 0.5986922383308411, -0.5941943526268005], [0.6152571439743042, 0.6569741368293762, -0.22673514485359192], [0.44165724515914917, 0.701797604560852, -0.33728790283203125], [0.7294976711273193, 0.6312379240989685, -0.22564153373241425], [0.41373172402381897, 0.8626405596733093, -0.4162505567073822], [0.8364279866218567, 0.5506985187530518, -0.36222532391548157], [0.4634317457675934, 0.9716218113899231, -0.6584243178367615], [0.8660805821418762, 0.5183800458908081, -0.4064933657646179], [0.47109538316726685, 1.0115675926208496, -0.7072635889053345], [0.8633499145507812, 0.5136520862579346, -0.4363069534301758], [0.4920705258846283, 1.0038100481033325, -0.7402945160865784], [0.8528519868850708, 0.5253784656524658, -0.38271358609199524], [0.48972684144973755, 0.9866142272949219, -0.6739064455032349], [0.5891119241714478, 0.9822600483894348, -0.0061812615022063255], [0.4835166931152344, 0.9815660119056702, 0.0068980129435658455], [0.599984347820282, 1.204771876335144, -0.060920219868421555], [0.464749276638031, 1.1873377561569214, -0.12974673509597778], [0.5971719622612, 1.3877243995666504, 0.3278534710407257], [0.4969417154788971, 1.3891880512237549, 0.2118566781282425], [0.5969451665878296, 1.4150135517120361, 0.35467201471328735], [0.5026170015335083, 1.4184859991073608, 0.23851434886455536], [0.5879470109939575, 1.461155652999878, 0.14788368344306946], [0.5134689807891846, 1.4614272117614746, 0.021778520196676254]]"
